n_instancias,dimensiones,cohesion,mean_pairwise_distance,min_pairwise_distance,max_pairwise_distance,silhouette_global,linkage,metric,p,pca,poda,ARI_Train,NMI_Train,FMI_Train,Purity_Train,Hungarian_accuracy_Train,ARI_test,NMI_test,FMI_test,Purity_test,Hungarian_accuracy_test
900,450,2.180339390248816,5.1541612771645635,1.0666480184490836,11.299556745935394,0.07212103696880581,complete,euclidean,1,450,4.6,0.012768203254133425,0.28891323592789453,0.05196547848922884,0.23000761614623,0.11805026656511805,0.008608537778081059,0.28325599839710563,0.046820166338441264,0.19953051643192488,0.12441314553990611
900,300,1.7990429779025032,5.2407685281899035,1.1262254344739298,11.291454827286996,0.15007378460677842,complete,euclidean,1,300,4,0.009081017253344916,0.35902032268996575,0.035574266579054735,0.2916984006092917,0.10434120335110435,0.01146935808307595,0.3486547665718027,0.04022600217913902,0.24413145539906103,0.1267605633802817
900,300,2.022051724625028,5.186214325159357,1.0283677730987246,11.28972132885632,0.09888262879653721,complete,euclidean,1,300,4.3,0.00957110638655522,0.3162499905684003,0.04277636839887236,0.24980959634424982,0.10967250571210967,0.014240831959979853,0.31653364991292654,0.04765254739547489,0.22769953051643194,0.13497652582159625
900,300,2.172031233292091,5.163523588924404,1.1468880567281183,11.290105649185575,0.0739533024638668,complete,euclidean,1,300,4.6,0.010192075215161026,0.28163056220199606,0.049840986079455835,0.22315308453922314,0.12033511043412033,0.01646902108712718,0.2860692089889607,0.05571769787549892,0.20539906103286384,0.13145539906103287
900,150,1.8490323504280026,5.0866476957834506,1.100425796618978,11.231338926726403,0.12069031057323694,complete,euclidean,1,150,4,0.009203182614853278,0.3346903861906996,0.04070143175502642,0.26732673267326734,0.11271896420411272,0.012741238383740335,0.327117102538002,0.04329231306816098,0.22769953051643194,0.12793427230046947
900,150,2.013720812449788,5.149760170714869,1.0027816820278654,11.223662487760995,0.08986189835966142,complete,euclidean,1,150,4.3,0.009438652647598899,0.29407245444507457,0.044293276471367535,0.22391469916222392,0.11119573495811119,0.009581496889122767,0.299644198535129,0.04523157820795189,0.2112676056338028,0.13028169014084506
900,150,2.1665460641265395,5.082106096804108,0.9512650753021826,11.227742005680371,0.07253328308839228,complete,euclidean,1,150,4.6,0.01101825184509724,0.26033215899512374,0.05807240574775932,0.20563594821020564,0.11805026656511805,0.012987291086302859,0.2733408805497711,0.05701832117038647,0.20305164319248825,0.13615023474178403
900,600,2.1865917270998207,5.663175714955539,1.9789872710264462,11.301273529294612,0.14663318579408305,average,euclidean,1,600,4,0.006670576917805223,0.27382617698775563,0.11692473319737064,0.23076923076923078,0.12947448591012947,0.008792379732302697,0.22373691670280957,0.09974615908348035,0.17136150234741784,0.13028169014084506
900,600,2.4590140470499677,5.654272749773425,2.0240511440315174,11.301316683282092,0.09831316554072174,average,euclidean,1,600,4.3,0.0008371747206302081,0.22591073416450438,0.12867607118565083,0.19497334348819498,0.12795125666412796,0.009222499736965846,0.2038538160309672,0.10915691234771667,0.1619718309859155,0.13615023474178403
900,600,2.5868788281373254,5.813525410886025,2.477321814126938,11.301278827196915,0.11944809394021377,average,euclidean,1,600,4.6,0.004080866200730618,0.1766852488454159,0.12781658694797945,0.1667936024371668,0.13252094440213252,0.0027419299316583565,0.15862348840019694,0.11506009696339509,0.1431924882629108,0.12089201877934272
900,450,2.1757953959715075,5.660008570976742,1.9139017151007318,11.299478956487148,0.14610120076839495,average,euclidean,1,450,4,0.005882533633375172,0.2746803870551133,0.11269327488065857,0.23076923076923078,0.12642802741812642,0.008165223733472894,0.21919667704668505,0.09562920090409237,0.17370892018779344,0.13262910798122066
900,450,2.4530218278938376,5.667730417242829,2.021249587502559,11.299633899193097,0.09384177631365793,average,euclidean,1,450,4.3,0.0007858655410182048,0.22731056635025418,0.12869095991288707,0.19497334348819498,0.12718964204112718,0.005980597030600178,0.2035131544657799,0.10983219162569761,0.1619718309859155,0.13615023474178403
900,450,2.632223350384301,5.778143409432308,2.0418671833891935,11.29947915647577,0.09823804806748,average,euclidean,1,450,4.6,-0.00037769770093113217,0.1827505975280431,0.13824940599397448,0.1667936024371668,0.13175932977913177,0.003806941098693794,0.17179681558495774,0.11137057226993638,0.14788732394366197,0.1255868544600939
900,300,2.189805676223561,5.677717883963236,1.9815993620074845,11.28976342266333,0.14200209163048116,average,euclidean,1,300,4,0.0054323117316050756,0.26578968669436215,0.11751632943214281,0.22772277227722773,0.130997715156131,0.0060745139944720986,0.21974797557785564,0.10033554163924265,0.17018779342723006,0.13145539906103287
900,300,2.3956451284593134,5.630174218811893,2.1546429416752573,11.288198721281791,0.10585109331128989,average,euclidean,1,300,4.3,0.004724702436478249,0.2239618596031232,0.12339730038137109,0.19116527037319117,0.12871287128712872,0.004693781630368017,0.1913907413673932,0.10304881507882616,0.1607981220657277,0.12793427230046947
900,300,2.6325209929016546,5.660119526562068,2.4150552848526687,11.29005412809712,0.08845228886461892,average,euclidean,1,300,4.6,-0.0008546335292026075,0.18688907856583303,0.1385573326349857,0.16603198781416603,0.12947448591012947,0.004784722688795908,0.17572698696546238,0.11363780723337065,0.15023474178403756,0.12910798122065728
900,150,2.2250955449134673,5.542613297280804,2.077633462064539,11.227431021661623,0.12800439419604537,average,euclidean,1,150,4,0.006140270545085561,0.24216837285479312,0.11977531259376005,0.2079207920792079,0.13023610053313023,0.007487817646708662,0.20308498989164456,0.10204981131749861,0.1607981220657277,0.12910798122065728
900,150,2.3979744790599455,5.6210378542091375,2.3612438983883917,11.228757926494325,0.1077118708916648,average,euclidean,1,150,4.3,0.0036865535264485384,0.20356555284239572,0.12212814406508811,0.1766945925361767,0.12718964204112718,0.005612685173282354,0.19848900750965967,0.10661023826683604,0.1596244131455399,0.12793427230046947
900,150,2.604196860861991,5.691733387291193,2.1361872129049835,11.029565861342938,0.1105747901616637,average,euclidean,1,150,4.6,-0.0008802198162193843,0.16557879202574416,0.13828261677569184,0.15917745620715917,0.13023610053313023,0.0054935540040077085,0.16391382605055846,0.12304142979062964,0.14084507042253522,0.12793427230046947
900,600,2.952615065492116,6.296162739223357,4.046352081240558,11.30127902062698,0.10146591439190743,mean,euclidean,1,600,4,-0.0002483760529770717,0.1276495395802952,0.1852938442774693,0.15841584158415842,0.130997715156131,-0.0023911952974550654,0.13752075482640885,0.1610886508740409,0.13497652582159625,0.12323943661971831
900,600,3.1704889734549133,6.895890850226613,4.31187536434869,11.301308841687437,0.11724509402034691,mean,euclidean,1,600,4.3,0.001436844593278754,0.07136293967310642,0.19809339393301098,0.13404417364813404,0.12947448591012947,-0.0016479628698248805,0.06832655640631995,0.17673188710962998,0.11150234741784038,0.10915492957746478
900,600,3.209845005921202,6.958875005751084,4.630044570728375,11.30131100523134,0.11985842215623775,mean,euclidean,1,600,4.6,0.0015938447328072058,0.06043202454394365,0.1994052475856733,0.12947448591012947,0.12718964204112718,-0.002032640186208499,0.04071520701096624,0.17556051865823144,0.1056338028169014,0.10328638497652583
900,450,2.9522072827320285,6.313715754601514,4.04128646100371,11.299489608663691,0.10137347596720209,mean,euclidean,1,450,4,-0.00026305494173827274,0.12663677649447705,0.1854187677711078,0.15765422696115766,0.130997715156131,-0.0021570265278121723,0.13817057236454783,0.16139675666323758,0.13732394366197184,0.12323943661971831
